file,,name,include,copyright,copyrightLink,category,disputed,territory,all,,style,canton,star,emblemFlag,red white blue,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,coldWar
00572456.svg,,Flag of the Army of Egypt,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
68464348.png,,Flag of the Aviation and Air Defense Command of the Defense Forces of Georgia,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
84762297.svg,,Flag of the Belarusian Air Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
01060960.svg,,Flag of the Belgian Land Component,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
01402432.png,,Flag of the Brazilian Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
73315902.svg,,Flag of the Brazilian Marine Corps,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
91609021.svg,,Flag of the Brazilian Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
06757380.svg,,Flag of the British Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
70073102.svg,,Flag of the Canadian Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
16189846.svg,,Flag of the Canadian Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
90569714.png,,Flag of the Georgian Coast Guard,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
06931851.svg,,Flag of the Irish Air Corps,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
10945268.svg,,Flag of the Irish Defence Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
09758515.svg,,Flag of the Islamic Republic of Iran Air Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
57122140.svg,,Flag of the Islamic Republic of Iran Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
35001566.svg,,Flag of the Islamic Republic of Iran Army Ground Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
37411416.svg,,Flag of the Islamic Republic of Iran Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
40708768.svg,,Flag of the Japan Air Self-Defense Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
56820876.svg,,Flag of the Japan Self-Defense Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
65897583.svg,,Flag of the Kenyan Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
65712716.svg,,Flag of the Kenya Defence Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
45460015.svg,,Flag of the Korean People's Army Ground Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
53254174.svg,,Flag of the Korean People's Army Special Operation Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
34465641.svg,,Flag of the Korean People's Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
07719389.png,,Flag of the Lithuanian Armed Forces (obverse),,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
11259870.svg,,Flag of the Lithuanian Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
84785512.png,,Flag of the Mexican Maritime Search and Rescue,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
91717049.svg,,Flag of the Mongolian Armed Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
10647796.svg,,Flag of the Mongolian Ground Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
24796806.svg,,Flag of the Namibian Air Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
00040793.svg,,Flag of the Namibian Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
33202627.svg,,Flag of the Namibian Defence Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
30782771.svg,,Flag of the Namibian Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
93654723.svg,,Flag of the National Guard of Ukraine,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
74515213.svg,,Flag of the Nigerian Armed Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
06411424.svg,,Flag of the People's Army of Vietnam,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
08795596.svg,,Flag of the People's Liberation Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
39455945.svg,,Flag of the Peruvian Air Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
94702237.svg,,Flag of the Peruvian Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
69113194.svg,,Flag of the Peruvian Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
64604147.svg,,Flag of the Philippine Air Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
88972693.svg,,Flag of the Philippine Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
65142505.svg,,Flag of the Philippine Marine Corps,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
74227596.svg,,Flag of the Philippine Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
57845622.svg,,Flag of the Polish Land Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
78358146.svg,,Flag of the Republic of China Air Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
45346894.svg,,Flag of the Republic of China Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
34531282.svg,,Flag of the Republic of China Marine Corps,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
64786316.svg,,Flag of the Republic of China Military Police,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
68391873.svg,,Flag of the Republic of China Reserve Command,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
10595408.svg,,Flag of the Republic of Korea Air Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
25772869.svg,,Flag of the Republic of Korea Armed Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
82055809.svg,,Flag of the Republic of Korea Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
80553117.svg,,Flag of the Republic of Korea Marine Corps,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
66019100.svg,,Flag of the Republic of Korea Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
47649178.svg,,Flag of the Royal Marines (UK),,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
63828911.svg,,Flag of the Royal Moroccan Armed Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
66864924.svg,,Flag of the Royal Moroccan Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
82390249.svg,,Flag of the Royal Moroccan Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
21761528.svg,,Flag of the Royal Saudi Air Defense Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
95844023.svg,,Flag of the Royal Thai Air Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
36946591.svg,,Flag of the Royal Thai Armed Forces HQ,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
60502651.svg,,Flag of the Royal Thai Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
54093265.svg,,Flag of the Royal Thai Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
47465915.svg,,Flag of the Russian Aerospace Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
63361555.svg,,Flag of the Russian Airborne Troops,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
44403240.svg,,Flag of the Russian Federation Ground Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
52053921.svg,,Flag of the Security Service of Ukraine,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
67714908.svg,,Flag of the Serbian Armed Forces (reverse),,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
07514263.gif,,Flag of the Somali Police Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
97228553.svg,,Flag of the South African National Defence Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
36829517.png,,Flag of the Sri Lankan Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
16486399.svg,,Flag of the Turkmenistan Air Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
79604205.svg,,Flag of the Turkmen Ground Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
06200444.svg,,Flag of the Turkmen Naval Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
96756344.svg,,Flag of the United States Air Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
20779387.svg,,Flag of the United States Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
90251190.svg,,Flag of the United States Coast Guard,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
77112065.svg,,Flag of the United States Marine Corps,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
52002597.svg,,Flag of the United States Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
87942550.svg,,Flag of the United States Space Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
08760174.png,,Flag of the Venezuelan Air Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
79775972.png,,Flag of the Venezuelan Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
12955867.png,,Flag of the Venezuelan National Guard,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
73823723.png,,Flag of the Venezuelan National Militia,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
59676030.png,,Flag of the Venezuelan Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
25930894.svg,,Flag of the Vietnam People's Air Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
43269784.svg,,Ground Force Flag of the People's Republic of China,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
28297373.svg,,Flag of the Indian Armed Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
90995301.svg,,Flag of the Irish Naval Service,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
74025845.svg,,Flag of the Estonian Defense Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
78352350.svg,,Flag of the Royal Netherlands Army,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
32271531.svg,,Flag of the Royal Netherlands Air Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
71576928.svg,,Flag of the Marechaussee (Netherlands),,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
37622515.svg,,Flag of the Royal Netherlands Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
24721536.svg,,Navy Flag of Bangladesh,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
36822899.svg,,Navy Flag of Belgium,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
72488976.svg,,Navy Flag of Canada,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
81877825.svg,,Navy Flag of China,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
61379158.svg,,Navy Flag of Egypt,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
92924918.svg,,Navy Flag of Germany,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
34877058.svg,,Navy Flag of India,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
39751303.svg,,Navy Flag of Israel,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
95298723.svg,,Navy Flag of Jordan,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
66679963.svg,,Navy Flag of Lithuania,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
35690750.svg,,Navy Flag of Malaysia,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
76160052.svg,,Navy Flag of Nigeria,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
29496003.svg,,Navy Flag of Russia,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
29286117.svg,,Navy Flag of South Africa,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
57243145.svg,,Navy Flag of Sri Lanka,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
81958753.svg,,Navy Flag of the United Kingdom,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
47428725.svg,,Navy Flag of Ukraine,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
21578628.svg,,Navy Flag of Estonia,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
47207704.svg,,Navy Flag of Mexico,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
62893400.svg,,Navy Flag of Slovenia,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
78651873.svg,,Navy Flag of the Republic of China,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
12677678.svg,,Navy Flag of Uruguay,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
27165830.svg,,Navy Flag of Pakistan,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
09207456.svg,,Armed Police Flag of the People’s Republic of China,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
00748538.svg,,Flag of the Polish Air Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
54440029.svg,,Flag of the Polish Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
84651492.svg,,Flag of the Polish Special Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
57806500.svg,,Flag of the Kenyan Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
74727908.svg,,Rocket Force Flag of the People's Republic of China,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
54981495.svg,,Ministry of National Defense of the Republic of China Flag,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
44665354.svg,,Sea Guard Ensign of Ukraine,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
53595507.svg,,Somali Army Flag,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
14634573.svg,,Air Force Ensign of Israel,,copyright,"By Original uploader was Oren neu dag at en.wikipedia(Original text : Israel Defence Force, Israel Air Force) - Converted from PNG version, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=2796558",military,,,,,,,,,,,,,,,allFiles,allFlags,
37891852.svg,,Air Force Ensign of Myanmar,,copyright,"By Zedlander - Own work using: [1], CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=3899372",military,,,,,,,,,,,,,,,allFiles,allFlags,
15659553.svg,,Air Force Ensign of Nigeria,,copyright,"By Fry1989 eh? - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=39322056",military,,,,,,,,,,,,,,,allFiles,allFlags,
96851808.svg,,Armed Forces of Pakistan Flag,,copyright,"By Cdjp1 - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=113172216",military,,,,,,,,,,,,,,,allFiles,allFlags,
97454469.svg,,Flag of the Argentinian National Gendarmerie,,copyright,"By Gendarmería Nacional ArgentinaDirección: Edificio Centinela - Av. Antártida Argentina 1480Código postal: C1104ACOTeléfono: (54-11) 4310-2500https://www.argentina.gob.ar/gendarmeriahttps://www.facebook.com/gendarmerianacionalhttps://twitter.com/gendarmeriahttps://www.youtube.com/gendarmerianacionalhttps://www.instagram.com/gendarmerianacional/ - https://www.argentina.gob.ar/distintivo-oficial-de-gendarmeria-nacional, CC BY 4.0, https://commons.wikimedia.org/w/index.php?curid=114308064",military,,,,,,,,,,,,,,,allFiles,allFlags,
66154223.svg,,Flag of the Argentine Naval Prefecture,,copyright,"By Prefectura Naval Argentina (PNA)Dirección: Edificio GuardacostasAv. Eduardo Madero 235Código postal: C1106ACCTeléfono: (+5411) 4318-7400 / 0800-888-7730 Lunes a Viernes 9 a 17 hs.Correo electrónico: info@prefecturanaval.gov.arhttps://www.argentina.gob.ar/prefecturanaval - https://archive.ph/wip/IgXAc, CC BY 4.0, https://commons.wikimedia.org/w/index.php?curid=6979866",military,,,,,,,,,,,,,,,allFiles,allFlags,
46721724.svg,,Bangladesh Armed Forces Flag,,copyright,"By Bangladesh Armed Forces - This vector image includes elements that have been taken or adapted from this file:, CC BY 3.0, https://commons.wikimedia.org/w/index.php?curid=123594701",military,,,,,,,,,,,,,,,allFiles,allFlags,
65006332.svg,,Ensign of the Colombian Air Force,,copyright,"By Fibonacci - Self-made; based on Jaume Ollé&#039;s GFDL image., CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=1630821",military,,,,,,,,,,,,,,,allFiles,allFlags,
06350518.svg,,Flag of the Mexican Naval Infantry Corps,,copyright,"By Sarumo74 - Own work, CC BY 3.0, https://commons.wikimedia.org/w/index.php?curid=31405527",military,,,,,,,,,,,,,,,allFiles,allFlags,
08171336.svg,,Flag of Indian Army,,copyright,"By Fred the Oyster - extracted from File:Flag_of_Indian_Army.svg, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=9722705",military,,,,,,,,,,,,,,,allFiles,allFlags,
38884266.svg,,Flag of National Guard of the Russian Federation,,copyright,"By FDRMRZUSA; See sourced file for original author(s) - This vector image includes elements that have been taken or adapted from this file:, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=116969628",military,,,,,,,,,,,,,,,allFiles,allFlags,
28463918.svg,,Flag of Strategic Rocket Forces of Russia,,copyright,"By Sarumo74 - Own work, CC BY 3.0, https://commons.wikimedia.org/w/index.php?curid=31565053",military,,,,,,,,,,,,,,,allFiles,allFlags,
79667116.jpg,,Flag of the Armed Forces of Saudi Arabia,,copyright,"By Qrmoo3 - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=52066997",military,,,,,,,,,,,,,,,allFiles,allFlags,
45110773.svg,,Flag of the Bangladesh Army,,copyright,"By Bangladesh Army - Originally from en.wikipedia; description page is/was here: here., CC BY-SA 2.5, https://commons.wikimedia.org/w/index.php?curid=33125380",military,,,,,,,,,,,,,,,allFiles,allFlags,
10873034.svg,,Flag of the Belarusian Land Forces,,copyright,"By Facquis - Own work, based on File:???? ?????????? ????? ??????????? ??? ?????????? ????????.png and File:Flag of the Belarusian Air Force.svg, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=93309829",military,,,,,,,,,,,,,,,allFiles,allFlags,
82778928.svg,,Flag of the Colombian Army,,copyright,"By Sodacan - This vector image includes elements that have been taken or adapted from this file:, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=61368246",military,,,,,,,,,,,,,,,allFiles,allFlags,
10894055.png,,Flag of the Colombian Naval Infantry,,copyright,"By This image includes elements that have been taken or adapted from this file: - This file was derived from: Escudo Infanteria de Marina de Colombia.svg, CC BY-SA 2.5, https://commons.wikimedia.org/w/index.php?curid=51207951",military,,,,,,,,,,,,,,,allFiles,allFlags,
98191970.svg,,Flag of the Colombian Navy,,copyright,"By LouisVento - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=116621480",military,,,,,,,,,,,,,,,allFiles,allFlags,
42656010.svg,,Flag of the Egyptian Air Defense Forces,,copyright,"By Sodacan - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=62408956",military,,,,,,,,,,,,,,,allFiles,allFlags,
01127911.svg,,Flag of the Estonian Land Forces,,copyright,"By Estonian1885 - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=65542997",military,,,,,,,,,,,,,,,allFiles,allFlags,
53531269.svg,,Flag of the Iraqi Ground Forces,,copyright,"By MrPenguin20 - Own work. Based on flag visible in background here., CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=30526030",military,,,,,,,,,,,,,,,allFiles,allFlags,
65730757.svg,,Flag of the Iraqi Navy,,copyright,"By MrPenguin20 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=30526535",military,,,,,,,,,,,,,,,allFiles,allFlags,
54352421.svg,,Flag of the Israeli Ground Forces,,copyright,"By IDF Spokesperson's Unit, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=115026228",military,,,,,,,,,,,,,,,allFiles,allFlags,
75499224.svg,,Flag of the Israel Defense Forces,,copyright,"By Meronim - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=15909930",military,,,,,,,,,,,,,,,allFiles,allFlags,
18795779.svg,,Flag of the Korean People's Army Air Force,,copyright,"By Coyote sprit - This vector image includes elements that have been taken or adapted from this file:, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=12750394",military,,,,,,,,,,,,,,,allFiles,allFlags,
20734645.svg,,Flag of the Korean People's Army Strategic Force,,copyright,"By Sshu94 - Own work based on KPA 70th anniversary video, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=68885566",military,,,,,,,,,,,,,,,allFiles,allFlags,
21198338.svg,,Flag of the Malaysian Army,,copyright,"By Flag of the Malaysian Army.svg: Syed - This file was derived from: Malaysian Army Flag (New).png:, CC BY 3.0, https://commons.wikimedia.org/w/index.php?curid=18819924",military,,,,,,,,,,,,,,,allFiles,allFlags,
97893019.svg,,Flag of the Nigerian Army Headquarters,,copyright,"By MrPenguin20 - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=44348800",military,,,,,,,,,,,,,,,allFiles,allFlags,
21236529.svg,,Flag of the Pakistani Army,,copyright,"By Zscout370, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=2379797",military,,,,,,,,,,,,,,,allFiles,allFlags,
97368165.png,,Flag of the Royal Moroccan Air Force,,copyright,"By Omar-Toons - Own work, derived from:by Aminovichand:by user:Flad, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=17462916",military,,,,,,,,,,,,,,,allFiles,allFlags,
02374059.svg,,Flag of the Royal Saudi Air Force,,copyright,"By Qrmoo3 - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=52677026",military,,,,,,,,,,,,,,,allFiles,allFlags,
65046104.png,,Flag of the Royal Saudi Land Forces,,copyright,"By Qrmoo3 - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=52603031",military,,,,,,,,,,,,,,,allFiles,allFlags,
78420363.svg,,Flag of the Slovenian Armed Forces,,copyright,"By Unknown author - https://en.wikipedia.org/wiki/File:Flag_of_the_Slovenian_Armed_Forces.jpg, CC BY 3.0, https://commons.wikimedia.org/w/index.php?curid=68109041",military,,,,,,,,,,,,,,,allFiles,allFlags,
46939520.png,,Flag of the Somali Air Force,,copyright,"By IKantPhilosophy - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=115884602",military,,,,,,,,,,,,,,,allFiles,allFlags,
11773589.svg,,Flag of the South African Army,,copyright,"By Sodacan - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=64375249",military,,,,,,,,,,,,,,,allFiles,allFlags,
71082909.svg,,Flag of the UAE Armed Forces,,copyright,"By Skjoldbro - This vector image includes elements that have been taken or adapted from this file:, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=105431188",military,,,,,,,,,,,,,,,allFiles,allFlags,
06715212.svg,,Flag of the UAE Army,,copyright,"By Siirski - This vector image includes elements that have been taken or adapted from this file:, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=105997810",military,,,,,,,,,,,,,,,allFiles,allFlags,
